Name,years.appearing,count.male,count.female,prob.gender,obs.male
61450,Naia,21,0,883,Female,0
61451,Naiah,7,0,52,Female,0
61452,Naiana,1,0,5,Female,0
61453,Naiara,10,0,173,Female,0
61454,Naibe,3,0,22,Female,0
61455,Naida,101,0,1645,Female,0
61456,Naidaly,1,0,6,Female,0
61457,Naidelin,10,0,216,Female,0
61458,Naideline,1,0,10,Female,0
61459,Naidely,5,0,53,Female,0
61460,Naidelyn,14,0,463,Female,0
61461,Naiden,4,23,0,Male,1
61462,Naieem,1,5,0,Male,1
61463,Naiely,1,0,5,Female,0
61464,Naiem,6,37,0,Male,1
61465,Naiema,5,0,38,Female,0
61466,Naiesha,7,0,39,Female,0
61467,Naif,6,39,0,Male,1
61468,Naihla,2,0,11,Female,0
61469,Naiim,4,30,0,Male,1
61470,Naiima,1,0,7,Female,0
61471,Naija,19,0,219,Female,0
61472,Naijah,16,0,178,Female,0
61473,Naika,12,0,76,Female,0
61474,Naikia,1,0,6,Female,0
61475,Nail,5,27,0,Male,1
61476,Naila,37,0,1458,Female,0
61477,Nailah,42,0,2630,Female,0
61478,Nailani,6,0,47,Female,0
61479,Nailea,21,0,746,Female,0
61480,Naileah,7,0,48,Female,0
61481,Naileen,1,0,6,Female,0
61482,Naily,2,0,13,Female,0
61483,Nailyn,9,0,53,Female,0
61484,Naim,40,1722,0,Male,1
61485,Naima,44,0,3078,Female,0
61486,Naimah,37,0,1307,Female,0
61487,Naimo,1,0,5,Female,0
61488,Nain,18,164,0,Male,1
61489,Naina,21,0,347,Female,0
61490,Nainika,4,0,31,Female,0
61491,Nainoa,25,422,0,Male,1
61492,Naioma,2,0,10,Female,0
61493,Naiome,1,0,5,Female,0
61494,Naiomi,33,0,529,Female,0
61495,Naiomy,11,0,68,Female,0
61496,Naira,21,0,228,Female,0
61497,Nairah,4,0,24,Female,0
61498,Nairi,19,0,153,Female,0
61499,Nairobi,27,30,265,Male,0.101694915254237
61500,Nairoby,5,0,32,Female,0
61501,Nairy,1,0,5,Female,0
61502,Naisa,2,0,11,Female,0
61503,Naisaiah,1,6,0,Male,1
61504,Naisean,1,5,0,Male,1
61505,Naisha,39,0,1090,Female,0
61506,Naishaun,1,5,0,Male,1
61507,Naishawn,2,11,0,Male,1
61508,Naissa,1,0,5,Female,0
61509,Naithan,15,170,0,Male,1
61510,Naithen,8,64,0,Male,1
61511,Naithyn,1,5,0,Male,1
61512,Naitik,3,22,0,Male,1
61513,Naiya,23,0,1015,Female,0
61514,Naiyah,13,0,168,Female,0
61515,Naiyana,7,0,48,Female,0
61516,Naiyanna,1,0,5,Female,0
61517,Naiyeli,1,0,5,Female,0
61518,Naiyla,1,0,8,Female,0
61519,Naiylah,1,0,5,Female,0
61520,Naiym,1,5,0,Male,1
61521,Naiyma,2,0,10,Female,0
61522,Naizeth,1,0,7,Female,0
61523,Naja,43,6,1195,Female,0.00499583680266445
61524,Najaah,2,0,10,Female,0
61525,Najada,2,0,11,Female,0
61526,Najae,21,71,506,Female,0.123050259965338
61527,Najah,41,33,1630,Female,0.0198436560432953
61528,Najahwan,1,7,0,Male,1
61529,Najai,16,40,152,Female,0.208333333333333
61530,Najala,1,0,5,Female,0
61531,Najam,1,5,0,Male,1
61532,Najat,13,0,89,Female,0
61533,Najay,6,26,26,Male,0.5
61534,Najaya,3,0,16,Female,0
61535,Najayah,4,0,21,Female,0
61536,Naje,13,32,111,Female,0.223776223776224
61537,Najea,3,0,19,Female,0
61538,Najee,33,2366,417,Female,0.850161696011498
61539,Najeeb,27,199,0,Male,1
61540,Najeebah,3,0,15,Female,0
61541,Najeh,10,91,0,Male,1
61542,Najeli,1,0,11,Female,0
61543,Najelly,1,0,5,Female,0
61544,Najely,6,0,52,Female,0
61545,Najera,1,0,5,Female,0
61546,Najha,5,0,33,Female,0
61547,Naji,32,537,0,Male,1
61548,Najia,25,0,251,Female,0
61549,Najiah,7,0,41,Female,0
61550,Najib,28,263,0,Male,1
61551,Najier,2,11,0,Male,1
61552,Najih,1,5,0,Male,1
61553,Najila,1,0,5,Female,0
61554,Najilah,1,0,5,Female,0
61555,Najir,12,90,0,Male,1
61556,Najirah,1,0,5,Female,0
61557,Najiyah,11,0,76,Female,0
61558,Najiyyah,4,0,23,Female,0
61559,Najja,12,44,41,Male,0.517647058823529
61560,Najji,1,5,0,Male,1
61561,Najla,38,0,511,Female,0
61562,Najm,5,28,0,Male,1
61563,Najma,24,0,507,Female,0
61564,Najmah,10,0,63,Female,0
61565,Najmo,7,0,52,Female,0
61566,Najon,2,10,0,Male,1
61567,Najuan,1,5,0,Male,1
61568,Najuma,2,0,12,Female,0
61569,Najwa,38,0,452,Female,0
61570,Najya,3,0,16,Female,0
61571,Nakai,23,434,123,Female,0.779174147217235
61572,Nakaia,7,0,38,Female,0
61573,Nakaiah,1,0,6,Female,0
61574,Nakaila,11,0,73,Female,0
61575,Nakaiya,12,0,140,Female,0
61576,Nakaiyah,4,0,28,Female,0
61577,Nakala,6,0,36,Female,0
61578,Nakara,3,0,18,Female,0
61579,Nakari,11,30,59,Male,0.337078651685393
61580,Nakaria,2,0,12,Female,0
61581,Nakasha,7,0,43,Female,0
61582,Nakasia,1,0,7,Female,0
61583,Nakaya,19,0,248,Female,0
61584,Nakayah,5,0,27,Female,0
61585,Nakayia,1,0,5,Female,0
61586,Nakayla,25,0,1550,Female,0
61587,Nakaylah,6,0,44,Female,0
61588,Nakaylee,1,0,6,Female,0
61589,Nakea,23,0,228,Female,0
61590,Nakeba,2,0,20,Female,0
61591,Nakecia,4,0,23,Female,0
61592,Nakeda,8,0,48,Female,0
61593,Nakedra,6,0,33,Female,0
61594,Nakee,1,0,5,Female,0
61595,Nakeea,2,0,10,Female,0
61596,Nakeem,20,154,0,Male,1
61597,Nakeema,8,0,49,Female,0
61598,Nakeena,1,0,5,Female,0
61599,Nakeesha,22,0,193,Female,0
61600,Nakeeta,14,0,99,Female,0
61601,Nakeia,29,0,393,Female,0
61602,Nakeira,5,0,27,Female,0
61603,Nakeisha,38,0,1403,Female,0
61604,Nakeita,11,0,73,Female,0
61605,Nakeitha,10,0,82,Female,0
61606,Nakel,1,0,5,Female,0
61607,Nakela,1,0,7,Female,0
61608,Nakema,10,0,75,Female,0
61609,Nakendra,8,0,52,Female,0
61610,Nakenya,11,0,67,Female,0
61611,Nakenzie,1,0,5,Female,0
61612,Nakera,5,0,30,Female,0
61613,Nakeria,9,0,52,Female,0
61614,Nakesha,32,0,1050,Female,0
61615,Nakeshia,22,0,450,Female,0
61616,Nakesia,5,0,30,Female,0
61617,Naketa,23,0,259,Female,0
61618,Naketta,1,0,5,Female,0
61619,Nakevia,1,0,5,Female,0
61620,Nakeya,38,0,798,Female,0
61621,Nakeyah,4,0,22,Female,0
61622,Nakeyia,12,0,76,Female,0
61623,Nakeysha,15,0,118,Female,0
61624,Nakeyta,1,0,5,Female,0
61625,Nakhi,11,98,0,Male,1
61626,Nakhia,11,0,241,Female,0
61627,Nakhiya,7,0,37,Female,0
61628,Nakhya,3,0,18,Female,0
61629,Naki,8,43,5,Male,0.895833333333333
61630,Nakia,40,1973,8495,Female,0.188479174627436
61631,Nakiah,28,0,519,Female,0
61632,Nakiaya,2,0,15,Female,0
61633,Nakida,6,0,37,Female,0
61634,Nakie,2,14,8,Male,0.636363636363636
61635,Nakiea,10,0,66,Female,0
61636,Nakiera,3,0,15,Female,0
61637,Nakiesha,24,0,260,Female,0
61638,Nakieta,3,0,17,Female,0
61639,Nakieya,1,0,5,Female,0
61640,Nakijah,1,0,6,Female,0
61641,Nakila,3,0,16,Female,0
61642,Nakima,18,0,173,Female,0
61643,Nakina,9,0,57,Female,0
61644,Nakio,1,5,0,Male,1
61645,Nakira,25,0,389,Female,0
61646,Nakirah,3,0,22,Female,0
61647,Nakiria,1,0,5,Female,0
61648,Nakisa,5,0,26,Female,0
61649,Nakish,1,0,5,Female,0
61650,Nakisha,39,0,2458,Female,0
61651,Nakishia,6,0,38,Female,0
61652,Nakita,50,28,2892,Female,0.00958904109589041
61653,Nakitia,1,0,6,Female,0
61654,Nakitta,4,0,25,Female,0
61655,Nakiya,39,5,1567,Female,0.00318066157760814
61656,Nakiyah,20,0,943,Female,0
61657,Nakiyha,1,0,5,Female,0
61658,Nakiyla,1,0,5,Female,0
61659,Nakkia,16,0,118,Female,0
61660,Nakoa,23,258,5,Male,0.980988593155893
61661,Nakoda,2,11,0,Male,1
61662,Nakoma,11,36,37,Female,0.493150684931507
61663,Nakosha,3,0,15,Female,0
61664,Nakota,20,140,97,Female,0.590717299578059
61665,Naksh,1,28,0,Male,1
61666,Nakshatra,4,0,31,Female,0
61667,Nakul,18,156,0,Male,1
61668,Nakuma,2,15,0,Male,1
61669,Nakya,25,0,552,Female,0
61670,Nakyah,15,0,241,Female,0
61671,Nakye,3,23,0,Male,1
61672,Nakyia,18,0,203,Female,0
61673,Nakyiah,10,0,63,Female,0
61674,Nakyla,17,0,344,Female,0
61675,Nakylah,5,0,33,Female,0
61676,Nakyra,19,0,249,Female,0
61677,Nakyrah,2,0,12,Female,0
61678,Nakysha,2,0,11,Female,0
61679,Nala,20,0,1660,Female,0
61680,Nalah,16,0,266,Female,0
61681,Nalan,1,5,0,Male,1
61682,Nalana,1,0,6,Female,0
61683,Nalanee,1,0,5,Female,0
61684,Nalani,62,0,2558,Female,0
61685,Nalanie,11,0,158,Female,0
61686,Nalany,7,0,50,Female,0
61687,Nalaya,11,0,183,Female,0
61688,Nalayah,10,0,147,Female,0
61689,Nalayiah,1,0,5,Female,0
61690,Nalayna,1,0,5,Female,0
61691,Nalaysia,3,0,25,Female,0
61692,Nalda,11,0,89,Female,0
61693,Nalea,6,0,40,Female,0
61694,Naleah,11,0,183,Female,0
61695,Naledi,1,0,7,Female,0
61696,Nalee,9,0,66,Female,0
61697,Naleea,1,0,5,Female,0
61698,Nalei,1,0,6,Female,0
61699,Naleia,2,0,15,Female,0
61700,Naleigh,3,0,32,Female,0
61701,Naleigha,3,0,34,Female,0
61702,Nalen,5,26,0,Male,1
61703,Nalene,1,0,5,Female,0
61704,Naleyah,5,0,40,Female,0
61705,Nali,4,0,23,Female,0
61706,Nalia,17,0,335,Female,0
61707,Naliah,11,0,137,Female,0
61708,Nalijah,4,0,24,Female,0
61709,Nalin,19,146,21,Female,0.874251497005988
61710,Nalina,8,0,52,Female,0
61711,Nalini,29,0,241,Female,0
61712,Nalisa,2,0,10,Female,0
61713,Nalisha,4,0,25,Female,0
61714,Nalissa,3,0,15,Female,0
61715,Naliya,9,0,91,Female,0
61716,Naliyah,15,0,579,Female,0
61717,Nalla,7,0,47,Female,0
61718,Nallah,1,0,9,Female,0
61719,Nalleli,29,0,524,Female,0
61720,Nallely,31,0,2601,Female,0
61721,Nalley,5,0,31,Female,0
61722,Nally,1,0,5,Female,0
61723,Nalo,2,0,12,Female,0
61724,Naloni,3,0,19,Female,0
61725,Nalu,8,53,0,Male,1
61726,Naly,9,0,63,Female,0
61727,Nalya,1,0,5,Female,0
61728,Nalyjah,1,0,5,Female,0
61729,Nalynn,1,0,5,Female,0
61730,Nalyssa,3,0,15,Female,0
61731,Nam,38,1193,0,Male,1
61732,Naman,29,336,0,Male,1
61733,Namari,9,40,26,Male,0.606060606060606
61734,Namarion,1,9,0,Male,1
61735,Namath,1,5,0,Male,1
61736,Namaya,1,0,5,Female,0
61737,Name,2,23,11,Male,0.676470588235294
61738,Nameer,7,48,0,Male,1
61739,Nameera,2,0,10,Female,0
61740,Nami,22,0,216,Female,0
61741,Namia,2,0,12,Female,0
61742,Namiah,10,0,94,Female,0
61743,Namie,2,0,11,Female,0
61744,Namiko,4,0,23,Female,0
61745,Namine,6,0,41,Female,0
61746,Namir,21,340,0,Male,1
61747,Namira,9,0,55,Female,0
61748,Namirah,2,0,10,Female,0
61749,Namish,6,44,0,Male,1
61750,Namita,19,0,135,Female,0
61751,Namitha,3,0,19,Female,0
61752,Namiya,5,0,34,Female,0
61753,Namiyah,8,0,85,Female,0
61754,Namon,95,1113,0,Male,1
61755,Namrata,22,0,159,Female,0
61756,Namya,13,0,182,Female,0
61757,Nan,121,0,10259,Female,0
61758,Nana,128,604,2274,Female,0.209867963863794
61759,Nanaadwoa,1,0,5,Female,0
61760,Nanaakua,1,0,7,Female,0
61761,Nanaama,2,0,11,Female,0
61762,Nanako,10,0,61,Female,0
61763,Nanakwame,2,10,0,Male,1
61764,Nanalee,1,0,5,Female,0
61765,Nanami,15,0,160,Female,0
61766,Nanayaa,5,0,34,Female,0
61767,Nanayaw,4,24,0,Male,1
61768,Nance,53,10,761,Female,0.012970168612192
61769,Nancee,54,0,1358,Female,0
61770,Nancey,52,0,627,Female,0
61771,Nanci,84,0,6453,Female,0
61772,Nanciann,1,0,5,Female,0
61773,Nancianne,1,0,5,Female,0
61774,Nancie,103,0,3289,Female,0
61775,Nancilee,2,0,11,Female,0
61776,Nancy,133,2947,1000092,Female,0.00293807120161828
61777,Nancyann,41,0,415,Female,0
61778,Nancyanne,1,0,5,Female,0
61779,Nancye,58,0,1031,Female,0
61780,Nancyjane,1,0,5,Female,0
61781,Nancyjean,1,0,6,Female,0
61782,Nancyjo,16,0,102,Female,0
61783,Nancylee,31,0,387,Female,0
61784,Nancylou,3,0,19,Female,0
61785,Nand,4,28,0,Male,1
61786,Nanda,12,5,65,Female,0.0714285714285714
61787,Nandan,7,68,0,Male,1
61788,Nandana,10,0,83,Female,0
61789,Nandhan,1,5,0,Male,1
61790,Nandhana,2,0,11,Female,0
61791,Nandhini,5,0,26,Female,0
61792,Nandi,30,0,663,Female,0
61793,Nandika,6,0,51,Female,0
61794,Nandini,29,0,645,Female,0
61795,Nandita,20,0,207,Female,0
61796,Nanditha,2,0,13,Female,0
61797,Nandni,1,0,5,Female,0
61798,Nando,2,11,0,Male,1
61799,Nandy,5,0,27,Female,0
61800,Nanea,14,0,144,Female,0
61801,Naneka,1,0,5,Female,0
61802,Nanelle,1,0,5,Female,0
61803,Nanett,3,0,17,Female,0
61804,Nanetta,26,0,187,Female,0
61805,Nanette,107,0,16809,Female,0
61806,Nang,2,11,0,Male,1
61807,Nani,42,0,362,Female,0
61808,Nanie,59,0,778,Female,0
61809,Nanika,1,0,5,Female,0
61810,Nanine,8,0,46,Female,0
61811,Nanisha,2,0,10,Female,0
61812,Nanita,9,0,58,Female,0
61813,Nann,4,0,20,Female,0
61814,Nanna,34,0,236,Female,0
61815,Nannett,1,0,5,Female,0
61816,Nannetta,5,0,30,Female,0
61817,Nannette,100,0,6269,Female,0
61818,Nannie,104,20,25558,Female,0.000781921964187974
61819,Nanny,9,0,53,Female,0
61820,Nanor,1,0,5,Female,0
61821,Nansi,22,0,166,Female,0
61822,Nansy,2,0,11,Female,0
61823,Nantambu,1,6,0,Male,1
61824,Nanya,2,16,0,Male,1
61825,Nanyamka,9,0,53,Female,0
61826,Nao,14,10,85,Female,0.105263157894737
61827,Naobi,1,0,5,Female,0
61828,Naod,10,89,0,Male,1
61829,Naoh,1,7,0,Male,1
61830,Naohmi,1,0,5,Female,0
61831,Naoki,26,227,10,Male,0.957805907172996
61832,Naoko,10,0,61,Female,0
61833,Naol,4,27,0,Male,1
61834,Naola,7,0,44,Female,0
61835,Naoma,90,0,2528,Female,0
61836,Naome,14,0,87,Female,0
61837,Naomee,6,0,37,Female,0
61838,Naomi,133,262,138129,Female,0.00189318669566663
61839,Naomia,58,0,876,Female,0
61840,Naomie,98,0,1537,Female,0
61841,Naomii,4,0,25,Female,0
61842,Naomy,25,0,1235,Female,0
61843,Naor,1,6,0,Male,1
61844,Naoto,8,49,0,Male,1
61845,Naoya,3,17,0,Male,1
61846,Napat,1,5,0,Male,1
61847,Naphtali,27,173,68,Male,0.717842323651452
61848,Napolean,50,365,0,Male,1
61849,Napoleon,133,7576,0,Male,1
61850,Naporsha,6,0,38,Female,0
61851,Napua,1,0,6,Female,0
61852,Naquan,37,1242,0,Male,1
61853,Naquana,3,0,19,Female,0
61854,Naquanda,2,0,11,Female,0
61855,Naquasha,2,0,13,Female,0
61856,Naquasia,1,0,6,Female,0
61857,Naquelle,1,0,6,Female,0
61858,Naquesha,5,0,32,Female,0
61859,Naquille,1,7,0,Male,1
61860,Naquisha,19,0,145,Female,0
61861,Naquita,23,0,263,Female,0
61862,Naquitta,1,0,5,Female,0
61863,Naquon,3,17,0,Male,1
61864,Nara,50,12,481,Female,0.0243407707910751
61865,Narada,14,201,7,Male,0.966346153846154
61866,Narae,1,0,5,Female,0
61867,Narah,5,0,26,Female,0
61868,Narai,3,0,15,Female,0
61869,Narain,2,10,0,Male,1
61870,Narali,6,0,39,Female,0
61871,Naralie,2,0,10,Female,0
61872,Naraly,16,0,210,Female,0
61873,Narasha,1,0,5,Female,0
61874,Naraya,8,0,52,Female,0
61875,Narayah,5,0,29,Female,0
61876,Narayan,18,152,0,Male,1
61877,Narayana,4,17,5,Male,0.772727272727273
61878,Narayani,3,0,15,Female,0
61879,Narcedalia,5,0,26,Female,0
61880,Narcie,3,0,16,Female,0
61881,Narcille,1,0,6,Female,0
61882,Narcisa,33,0,218,Female,0
61883,Narcisco,1,5,0,Male,1
61884,Narciso,101,1996,0,Male,1
61885,Narciss,1,0,5,Female,0
61886,Narcissa,29,0,190,Female,0
61887,Narcisse,4,21,0,Male,1
61888,Narcissus,41,0,318,Female,0
61889,Narcizo,1,5,0,Male,1
61890,Narda,54,0,655,Female,0
61891,Nardia,4,0,22,Female,0
61892,Nardos,14,0,121,Female,0
61893,Nare,7,0,44,Female,0
61894,Nareen,2,0,10,Female,0
61895,Nareg,20,136,0,Male,1
61896,Nareh,8,0,51,Female,0
61897,Narek,22,321,0,Male,1
61898,Nareli,1,0,5,Female,0
61899,Narell,1,5,0,Male,1
61900,Narelle,3,0,23,Female,0
61901,Narely,9,0,92,Female,0
61902,Naren,18,169,0,Male,1
61903,Naresh,13,80,0,Male,1
61904,Narges,4,0,21,Female,0
61905,Nargis,9,0,57,Female,0
61906,Nari,18,0,159,Female,0
61907,Naria,22,0,207,Female,0
61908,Nariah,22,0,1830,Female,0
61909,Nariana,2,0,14,Female,0
61910,Narice,1,0,13,Female,0
61911,Narielle,1,0,5,Female,0
61912,Nariman,1,0,5,Female,0
61913,Narin,5,32,5,Male,0.864864864864865
61914,Narine,8,0,48,Female,0
61915,Narisa,3,0,15,Female,0
61916,Narissa,42,0,709,Female,0
61917,Narita,3,0,17,Female,0
61918,Narith,2,11,0,Male,1
61919,Nariya,11,0,249,Female,0
61920,Nariyah,11,0,843,Female,0
61921,Narjes,3,0,24,Female,0
61922,Narjis,4,0,36,Female,0
61923,Narkita,2,0,12,Female,0
61924,Narma,2,0,12,Female,0
61925,Narmeen,13,0,83,Female,0
61926,Narmon,1,6,0,Male,1
61927,Narnia,1,0,6,Female,0
61928,Naron,9,55,0,Male,1
61929,Narong,1,6,0,Male,1
61930,Narquise,1,5,0,Male,1
61931,Narriah,2,0,10,Female,0
61932,Narrissa,1,0,6,Female,0
61933,Narsis,1,0,5,Female,0
61934,Narsiso,1,5,0,Male,1
61935,Narumi,1,0,5,Female,0
61936,Naruto,1,5,0,Male,1
61937,Narva,3,0,17,Female,0
61938,Narvel,21,132,0,Male,1
61939,Narvell,8,17,26,Male,0.395348837209302
61940,Narvelle,1,0,5,Female,0
61941,Narvie,3,5,16,Male,0.238095238095238
61942,Narvin,1,5,0,Male,1
61943,Narvis,3,0,19,Female,0
61944,Nary,14,0,153,Female,0
61945,Narya,8,0,62,Female,0
61946,Naryah,12,0,216,Female,0
61947,Naryan,3,17,0,Male,1
61948,Naryia,2,0,10,Female,0
61949,Naryiah,6,0,42,Female,0
61950,Nas,5,25,0,Male,1
61951,Nasai,1,5,0,Male,1
61952,Nasaiah,2,12,0,Male,1
61953,Nasair,4,26,0,Male,1
61954,Nasar,1,5,0,Male,1
61955,Nasaria,6,0,36,Female,0
61956,Nasario,66,495,0,Male,1
61957,Nasasha,3,0,15,Female,0
61958,Nasaya,2,0,10,Female,0
61959,Nascha,1,0,6,Female,0
61960,Nasean,14,162,0,Male,1
61961,Nasear,3,16,0,Male,1
61962,Naseem,37,896,237,Female,0.790820829655781
61963,Naseer,21,302,0,Male,1
61964,Naseim,1,5,0,Male,1
61965,Naseir,1,6,0,Male,1
61966,Naser,35,313,0,Male,1
61967,Nasere,2,10,0,Male,1
61968,Nash,99,5917,18,Male,0.996967144060657
61969,Nasha,39,0,443,Female,0
61970,Nashae,23,0,227,Female,0
61971,Nashai,4,0,21,Female,0
61972,Nashalee,4,0,23,Female,0
61973,Nashaley,1,0,5,Female,0
61974,Nashali,12,0,132,Female,0
61975,Nashalie,8,0,75,Female,0
61976,Nashally,1,0,5,Female,0
61977,Nashaly,17,0,331,Female,0
61978,Nashan,1,6,0,Male,1
61979,Nashana,3,0,21,Female,0
61980,Nashanda,6,0,35,Female,0
61981,Nashanti,6,0,75,Female,0
61982,Nashara,6,0,33,Female,0
61983,Nashari,2,0,13,Female,0
61984,Nashaun,18,266,0,Male,1
61985,Nashawn,36,791,53,Male,0.937203791469194
61986,Nashay,32,0,373,Female,0
61987,Nashaya,9,0,56,Female,0
61988,Nashayla,16,0,129,Female,0
61989,Nashea,18,0,108,Female,0
61990,Nasheed,9,60,0,Male,1
61991,Nasheem,6,43,0,Male,1
61992,Nasheema,4,0,23,Female,0
61993,Nasheena,3,0,19,Female,0
61994,Nasheka,7,0,38,Female,0
61995,Nashell,4,0,20,Female,0
61996,Nashelle,4,0,26,Female,0
61997,Nashelly,2,0,10,Female,0
61998,Nashely,6,0,38,Female,0
61999,Nashia,22,0,183,Female,0
62000,Nashid,11,64,0,Male,1
62001,Nashiem,3,19,0,Male,1
62002,Nashika,8,0,60,Female,0
62003,Nashima,1,0,5,Female,0
62004,Nashir,2,11,0,Male,1
62005,Nashira,27,0,232,Female,0
62006,Nashiya,10,0,83,Female,0
62007,Nashiyah,3,0,19,Female,0
62008,Nashla,13,0,173,Female,0
62009,Nashley,17,0,170,Female,0
62010,Nashli,1,0,6,Female,0
62011,Nashlie,1,0,7,Female,0
62012,Nashlly,1,0,5,Female,0
62013,Nashly,10,0,127,Female,0
62014,Nashmia,1,0,5,Female,0
62015,Nashoba,4,26,0,Male,1
62016,Nashon,32,341,0,Male,1
62017,Nashonda,11,0,76,Female,0
62018,Nashrah,1,0,5,Female,0
62019,Nashton,6,40,0,Male,1
62020,Nashua,8,50,0,Male,1
62021,Nashwa,2,0,10,Female,0
62022,Nashwan,3,19,0,Male,1
62023,Nashya,10,0,113,Female,0
62024,Nashyah,2,0,10,Female,0
62025,Nashyia,3,0,17,Female,0
62026,Nashyla,1,0,5,Female,0
62027,Nashyra,3,0,17,Female,0
62028,Nasia,26,0,401,Female,0
62029,Nasiah,13,83,152,Male,0.353191489361702
62030,Nasiar,2,12,0,Male,1
62031,Nasiem,3,22,0,Male,1
62032,Nasier,17,287,0,Male,1
62033,Nasiere,1,5,0,Male,1
62034,Nasif,9,57,0,Male,1
62035,Nasiha,3,0,17,Female,0
62036,Nasiir,8,51,0,Male,1
62037,Nasim,28,343,109,Female,0.758849557522124
62038,Nasir,38,8342,28,Male,0.996654719235364
62039,Nasira,16,0,189,Female,0
62040,Nasirah,9,0,76,Female,0
62041,Nasire,9,75,0,Male,1
62042,Nasiriyah,1,0,15,Female,0
62043,Nasiya,14,0,162,Female,0
62044,Nasiyah,11,0,181,Female,0
62045,Nasjah,1,0,6,Female,0
62046,Nasma,2,0,14,Female,0
62047,Nason,34,356,0,Male,1
62048,Nasr,3,19,0,Male,1
62049,Nasra,13,0,149,Female,0
62050,Nasrallah,1,8,0,Male,1
62051,Nasreen,34,0,273,Female,0
62052,Nasri,3,27,0,Male,1
62053,Nasrin,12,0,68,Female,0
62054,Nasro,2,0,16,Female,0
62055,Nasrudin,1,5,0,Male,1
62056,Nassar,2,10,0,Male,1
62057,Nassem,1,6,0,Male,1
62058,Nasser,51,907,0,Male,1
62059,Nassiah,3,6,12,Male,0.333333333333333
62060,Nassim,19,152,21,Female,0.878612716763006
62061,Nassir,20,487,0,Male,1
62062,Nassor,1,5,0,Male,1
62063,Nastacia,17,0,136,Female,0
62064,Nastaja,1,0,7,Female,0
62065,Nastasha,30,0,413,Female,0
62066,Nastashia,12,0,119,Female,0
62067,Nastasia,31,0,436,Female,0
62068,Nastasja,2,0,10,Female,0
62069,Nastassia,24,0,850,Female,0
62070,Nastassja,23,0,485,Female,0
62071,Nastazia,1,0,5,Female,0
62072,Nasteha,2,0,12,Female,0
62073,Nasteho,8,0,58,Female,0
62074,Nastia,1,0,5,Female,0
62075,Nasya,27,0,648,Female,0
62076,Nasyah,3,0,22,Female,0
62077,Nasyr,4,21,0,Male,1
62078,Naszier,6,36,0,Male,1
62079,Naszir,13,125,0,Male,1
62080,Naszire,1,6,0,Male,1
62081,Nat,106,2157,0,Male,1
62082,Nata,2,0,14,Female,0
62083,Natacha,47,0,1358,Female,0
62084,Natachia,5,0,29,Female,0
62085,Natacia,19,0,146,Female,0
62086,Natae,3,0,19,Female,0
62087,Natahja,1,0,6,Female,0
62088,Natahlia,6,0,49,Female,0
62089,Natahsa,8,0,52,Female,0
62090,Nataija,4,0,24,Female,0
62091,Nataile,1,0,5,Female,0
62092,Natailia,1,0,5,Female,0
62093,Nataisha,9,0,54,Female,0
62094,Nataiya,5,0,31,Female,0
62095,Nataja,7,0,55,Female,0
62096,Natajah,10,0,89,Female,0
62097,Natajha,2,0,29,Female,0
62098,Natajia,4,0,27,Female,0
62099,Nataka,1,0,6,Female,0
62100,Nataki,11,0,140,Female,0
62101,Natala,1,0,7,Female,0
62102,Natale,102,1139,361,Female,0.759333333333333
62103,Natalea,20,0,215,Female,0
62104,Nataleah,6,0,40,Female,0
62105,Natalee,71,0,7801,Female,0
62106,Natalei,2,0,12,Female,0
62107,Nataleigh,23,0,903,Female,0
62108,Natalene,1,0,5,Female,0
62109,Nataley,23,0,447,Female,0
62110,Natali,48,0,4024,Female,0
62111,Natalia,116,47,49544,Female,0.00094775261640217
62112,Nataliah,13,0,201,Female,0
62113,Natalie,133,726,314410,Female,0.0023037672623883
62114,Natalieann,2,0,11,Female,0
62115,Nataliee,6,0,56,Female,0
62116,Nataliegh,1,0,5,Female,0
62117,Nataliemarie,1,0,6,Female,0
62118,Natalii,1,0,5,Female,0
62119,Natalija,16,0,143,Female,0
62120,Natalin,8,0,64,Female,0
62121,Natalina,46,0,378,Female,0
62122,Nataline,20,0,114,Female,0
62123,Natalino,1,5,0,Male,1
62124,Natalio,28,169,0,Male,1
62125,Natalis,1,0,5,Female,0
62126,Natalise,1,0,6,Female,0
62127,Nataliya,18,0,405,Female,0
62128,Nataliyah,9,0,79,Female,0
62129,Nataliz,2,0,17,Female,0
62130,Natalle,4,0,21,Female,0
62131,Natallia,14,0,119,Female,0
62132,Natallie,31,0,452,Female,0
62133,Natally,25,0,358,Female,0
62134,Nataly,41,10,11406,Female,0.000875963559915907
62135,Natalya,43,0,5029,Female,0
62136,Natalyah,12,0,136,Female,0
62137,Natalye,25,0,293,Female,0
62138,Natalyia,12,0,109,Female,0
62139,Natalyn,30,0,401,Female,0
62140,Natalynn,12,0,180,Female,0
62141,Natan,37,875,0,Male,1
62142,Natanael,38,1275,0,Male,1
62143,Natane,16,0,94,Female,0
62144,Natanel,17,154,0,Male,1
62145,Natani,2,0,10,Female,0
62146,Natania,31,0,463,Female,0
62147,Nataniah,1,0,5,Female,0
62148,Nataniel,31,451,0,Male,1
62149,Nataniela,1,0,5,Female,0
62150,Natanim,2,12,0,Male,1
62151,Natanya,45,0,561,Female,0
62152,Natara,21,0,154,Female,0
62153,Nataria,1,0,7,Female,0
62154,Natarsha,28,0,501,Female,0
